Match_ID,Season,Date,Venue,Team1,Team2,Toss_Winner,Toss_Decision,Winner,Team1_Score,Team2_Score,Highest_Scorer,Highest_Runs,Best_Bowler,Wickets,Player_of_Match,Fours,Sixes,Extras,Weather
687,2025,2/17/2020,Arun Jaitley,CSK,SRH,CSK,Bat,CSK,192,162,Suryakumar Yadav,62,Narine,4,Suryakumar Yadav,11,64,18,Cloudy
688,2018,2/18/2020,Wankhede,SRH,CSK,SRH,Bat,SRH,169,169,Shubman Gill,123,Narine,2,Shubman Gill,12,83,18,Cloudy
689,2019,2/19/2020,Arun Jaitley,KKR,MI,MI,Field,KKR,204,145,Yuzvendra Chahal,128,Narine,1,Yuzvendra Chahal,20,80,9,Sunny
690,2020,2/20/2020,Narendra Modi,RCB,RR,RCB,Bat,RCB,219,153,Yuzvendra Chahal,104,Bumrah,1,Yuzvendra Chahal,17,75,15,Sunny
691,2021,2/21/2020,Narendra Modi,DC,RR,RR,Bat,DC,148,108,Rohit Sharma,65,Arshdeep,1,Rohit Sharma,17,80,15,Sunny
692,2022,2/22/2020,Arun Jaitley,LSG,PBKS,LSG,Field,PBKS,137,204,Jos Buttler,72,Rabada,6,Jos Buttler,14,56,11,Sunny
693,2023,2/23/2020,Chepauk,GT,RCB,RCB,Bat,GT,218,202,Virat Kohli,46,Shami,2,Virat Kohli,12,94,9,Sunny
694,2024,2/24/2020,Eden Gardens,LSG,RR,RR,Field,RR,158,222,Yuzvendra Chahal,81,Shami,1,KL Rahul,15,91,21,Sunny
695,2025,2/25/2020,Chepauk,KKR,PBKS,PBKS,Field,KKR,227,122,Jasprit Bumrah,78,Arshdeep,2,Shubman Gill,9,79,16,Cloudy
696,2018,2/26/2020,Eden Gardens,RR,GT,GT,Field,RR,204,120,MS Dhoni,32,Siraj,1,MS Dhoni,9,92,10,Sunny
697,2019,2/27/2020,Wankhede,RR,KKR,KKR,Bat,RR,157,134,Suryakumar Yadav,41,Bumrah,5,Yuzvendra Chahal,20,62,19,Cloudy
698,2020,2/28/2020,Arun Jaitley,LSG,GT,LSG,Field,LSG,213,143,Suryakumar Yadav,33,Chahal,5,Suryakumar Yadav,17,101,9,Clear
699,2021,2/29/2020,Chinnaswamy,MI,DC,DC,Field,MI,166,145,KL Rahul,56,Siraj,3,KL Rahul,15,72,19,Clear
700,2022,3/1/2020,Narendra Modi,RR,SRH,RR,Field,RR,211,112,Jos Buttler,101,Shami,5,Jos Buttler,12,94,15,Sunny
701,2023,3/2/2020,Chepauk,CSK,RR,RR,Bat,CSK,219,126,Yuzvendra Chahal,111,Rabada,1,Yuzvendra Chahal,25,109,15,Sunny
702,2024,3/3/2020,Arun Jaitley,MI,DC,DC,Field,MI,220,198,Suryakumar Yadav,112,Bumrah,5,Virat Kohli,14,45,10,Cloudy
703,2025,3/4/2020,Wankhede,MI,RR,RR,Field,MI,238,156,Suryakumar Yadav,58,Shami,2,Shubman Gill,13,111,18,Sunny
704,2018,3/5/2020,Wankhede,LSG,SRH,LSG,Field,SRH,205,219,Jos Buttler,129,Rabada,6,Jos Buttler,8,66,20,Clear
705,2019,3/6/2020,Eden Gardens,PBKS,DC,PBKS,Bat,PBKS,230,203,Suryakumar Yadav,130,Chahal,3,Suryakumar Yadav,23,91,12,Sunny
706,2020,3/7/2020,Eden Gardens,RR,RCB,RR,Bat,RCB,134,225,Jos Buttler,119,Siraj,3,Jos Buttler,16,86,18,Sunny
707,2021,3/8/2020,Chinnaswamy,LSG,GT,GT,Bat,GT,128,172,Virat Kohli,73,Shami,5,Virat Kohli,9,72,22,Sunny
708,2022,3/9/2020,Eden Gardens,PBKS,RCB,RCB,Bat,PBKS,187,106,KL Rahul,109,Narine,2,KL Rahul,13,80,9,Clear
709,2023,3/10/2020,Wankhede,DC,MI,DC,Field,MI,177,201,Rashid Khan,66,Chahal,4,KL Rahul,22,84,9,Clear
710,2024,3/11/2020,Eden Gardens,LSG,KKR,LSG,Bat,KKR,139,206,KL Rahul,89,Arshdeep,2,Yuzvendra Chahal,9,83,16,Sunny
711,2025,3/12/2020,Chinnaswamy,GT,KKR,KKR,Field,GT,169,136,Rashid Khan,93,Bumrah,3,Rashid Khan,9,96,9,Cloudy
712,2018,3/13/2020,Arun Jaitley,MI,PBKS,PBKS,Bat,PBKS,123,187,Jos Buttler,102,Rashid Khan,4,Shubman Gill,23,99,20,Cloudy
713,2019,3/14/2020,Chinnaswamy,SRH,MI,MI,Field,SRH,227,175,KL Rahul,48,Bumrah,6,KL Rahul,8,100,16,Clear
714,2020,3/15/2020,Arun Jaitley,GT,LSG,GT,Bat,GT,212,135,Shubman Gill,128,Rashid Khan,4,Shubman Gill,16,52,14,Clear
715,2021,3/16/2020,Wankhede,RR,CSK,CSK,Field,RR,209,139,Rashid Khan,117,Chahal,4,Rashid Khan,15,102,17,Clear
716,2022,3/17/2020,Wankhede,MI,LSG,MI,Field,LSG,175,193,MS Dhoni,74,Rabada,3,Rashid Khan,16,65,8,Clear
717,2023,3/18/2020,Chinnaswamy,LSG,GT,LSG,Bat,LSG,174,129,Suryakumar Yadav,38,Rashid Khan,1,Suryakumar Yadav,10,117,12,Sunny
718,2024,3/19/2020,Arun Jaitley,DC,MI,MI,Bat,DC,176,141,Rohit Sharma,110,Arshdeep,1,Rohit Sharma,22,94,14,Clear
719,2025,3/20/2020,Eden Gardens,PBKS,DC,PBKS,Bat,DC,153,182,Suryakumar Yadav,86,Rashid Khan,5,Suryakumar Yadav,15,81,20,Sunny
720,2018,3/21/2020,Arun Jaitley,RR,KKR,RR,Bat,KKR,161,225,Rashid Khan,77,Chahal,6,KL Rahul,24,77,11,Cloudy
721,2019,3/22/2020,Arun Jaitley,RCB,DC,RCB,Field,RCB,139,105,Yuzvendra Chahal,102,Rashid Khan,2,Yuzvendra Chahal,20,99,12,Clear
722,2020,3/23/2020,Chepauk,DC,RR,DC,Field,RR,154,228,KL Rahul,124,Chahal,6,Yuzvendra Chahal,15,97,9,Cloudy
723,2021,3/24/2020,Chepauk,KKR,MI,KKR,Bat,MI,125,128,Rashid Khan,94,Narine,6,KL Rahul,24,55,19,Sunny
724,2022,3/25/2020,Arun Jaitley,RR,PBKS,RR,Field,RR,227,178,Shubman Gill,108,Rabada,6,Shubman Gill,16,65,9,Sunny
725,2023,3/26/2020,Chinnaswamy,KKR,LSG,LSG,Field,KKR,174,147,Yuzvendra Chahal,128,Siraj,6,Yuzvendra Chahal,25,40,17,Sunny
726,2024,3/27/2020,Chepauk,SRH,DC,DC,Bat,SRH,219,170,Jasprit Bumrah,38,Shami,3,Shubman Gill,17,71,9,Cloudy
727,2025,3/28/2020,Arun Jaitley,PBKS,CSK,CSK,Bat,PBKS,169,142,Rashid Khan,68,Chahal,1,Rashid Khan,13,120,17,Clear
728,2018,3/29/2020,Wankhede,LSG,RR,LSG,Field,RR,158,183,Yuzvendra Chahal,56,Shami,2,Yuzvendra Chahal,9,54,20,Sunny
729,2019,3/30/2020,Narendra Modi,RCB,GT,GT,Bat,RCB,237,196,Suryakumar Yadav,127,Bumrah,5,Suryakumar Yadav,24,99,10,Cloudy
730,2020,3/31/2020,Eden Gardens,DC,RCB,DC,Field,RCB,161,211,Jos Buttler,124,Siraj,6,MS Dhoni,16,83,15,Cloudy
731,2021,4/1/2020,Eden Gardens,LSG,CSK,CSK,Bat,CSK,148,157,Suryakumar Yadav,59,Shami,3,Suryakumar Yadav,16,64,14,Cloudy
732,2022,4/2/2020,Chinnaswamy,DC,GT,DC,Field,DC,226,196,Suryakumar Yadav,79,Bumrah,4,KL Rahul,19,60,19,Sunny
733,2023,4/3/2020,Chepauk,GT,MI,MI,Bat,GT,237,204,Virat Kohli,90,Rashid Khan,1,Virat Kohli,22,59,9,Clear
734,2024,4/4/2020,Wankhede,PBKS,MI,MI,Field,PBKS,180,106,MS Dhoni,72,Siraj,1,MS Dhoni,9,80,17,Cloudy
735,2025,4/5/2020,Narendra Modi,RCB,CSK,RCB,Field,RCB,230,164,Suryakumar Yadav,112,Narine,4,Suryakumar Yadav,11,113,11,Clear
736,2018,4/6/2020,Narendra Modi,RCB,RR,RCB,Bat,RCB,237,148,Virat Kohli,109,Siraj,1,Virat Kohli,22,40,15,Clear
737,2019,4/7/2020,Wankhede,LSG,DC,LSG,Bat,DC,135,168,KL Rahul,56,Shami,5,KL Rahul,25,112,20,Sunny
738,2020,4/8/2020,Chinnaswamy,LSG,SRH,SRH,Bat,SRH,187,193,Jos Buttler,66,Chahal,3,Jos Buttler,15,41,10,Sunny
739,2021,4/9/2020,Narendra Modi,RCB,LSG,LSG,Field,RCB,211,186,MS Dhoni,71,Rashid Khan,1,Jasprit Bumrah,18,73,21,Clear
740,2022,4/10/2020,Chepauk,MI,LSG,LSG,Bat,MI,132,117,MS Dhoni,47,Chahal,6,MS Dhoni,8,113,11,Sunny
741,2023,4/11/2020,Wankhede,PBKS,RR,RR,Bat,RR,132,138,Suryakumar Yadav,37,Arshdeep,2,MS Dhoni,10,85,20,Clear
742,2024,4/12/2020,Eden Gardens,GT,RCB,GT,Bat,RCB,139,207,Jos Buttler,125,Bumrah,1,Jos Buttler,11,85,13,Clear
743,2025,4/13/2020,Wankhede,CSK,GT,CSK,Bat,GT,127,214,Suryakumar Yadav,110,Bumrah,2,Jasprit Bumrah,12,50,20,Clear
744,2018,4/14/2020,Chinnaswamy,LSG,GT,LSG,Bat,LSG,231,111,Virat Kohli,123,Narine,1,Virat Kohli,23,95,8,Cloudy
745,2019,4/15/2020,Arun Jaitley,MI,GT,GT,Bat,GT,197,206,Shubman Gill,89,Shami,4,Shubman Gill,24,63,15,Cloudy
746,2020,4/16/2020,Narendra Modi,LSG,RR,LSG,Field,LSG,237,203,Rohit Sharma,55,Siraj,4,Rohit Sharma,13,88,15,Sunny
747,2021,4/17/2020,Arun Jaitley,PBKS,DC,PBKS,Field,PBKS,202,177,Jos Buttler,103,Narine,4,Jos Buttler,14,55,12,Cloudy
748,2022,4/18/2020,Narendra Modi,DC,RCB,RCB,Bat,RCB,144,151,Jos Buttler,99,Narine,2,Jos Buttler,15,82,11,Cloudy
749,2023,4/19/2020,Chepauk,MI,CSK,MI,Bat,MI,240,200,Jasprit Bumrah,35,Shami,2,Jasprit Bumrah,21,71,10,Cloudy
750,2024,4/20/2020,Wankhede,RR,CSK,RR,Bat,RR,209,107,Rohit Sharma,56,Arshdeep,2,Jasprit Bumrah,14,89,8,Sunny
751,2025,4/21/2020,Eden Gardens,RCB,CSK,RCB,Bat,RCB,234,118,Yuzvendra Chahal,76,Siraj,4,Yuzvendra Chahal,24,76,16,Cloudy
752,2018,4/22/2020,Arun Jaitley,PBKS,RCB,PBKS,Field,PBKS,206,206,Jos Buttler,121,Shami,6,Jos Buttler,16,44,19,Cloudy
753,2019,4/23/2020,Narendra Modi,LSG,KKR,KKR,Field,LSG,178,136,MS Dhoni,98,Rabada,4,Shubman Gill,8,91,20,Cloudy
754,2020,4/24/2020,Narendra Modi,GT,RCB,GT,Bat,GT,149,141,Jasprit Bumrah,69,Narine,1,Jasprit Bumrah,13,119,12,Cloudy
755,2021,4/25/2020,Narendra Modi,MI,PBKS,MI,Field,MI,229,136,MS Dhoni,105,Siraj,4,MS Dhoni,18,56,10,Sunny
756,2022,4/26/2020,Chepauk,CSK,PBKS,CSK,Field,PBKS,136,223,Shubman Gill,50,Rashid Khan,6,Shubman Gill,11,54,11,Sunny
757,2023,4/27/2020,Chinnaswamy,RCB,DC,DC,Bat,RCB,144,112,Suryakumar Yadav,112,Arshdeep,1,MS Dhoni,20,84,22,Clear
758,2024,4/28/2020,Chinnaswamy,RR,PBKS,RR,Field,RR,209,178,Rohit Sharma,97,Narine,1,MS Dhoni,22,61,19,Sunny
759,2025,4/29/2020,Wankhede,CSK,RR,CSK,Bat,RR,127,129,Yuzvendra Chahal,116,Narine,5,Yuzvendra Chahal,16,98,12,Clear
760,2018,4/30/2020,Wankhede,SRH,LSG,LSG,Field,LSG,121,158,KL Rahul,87,Chahal,6,Rohit Sharma,25,41,12,Clear
761,2019,5/1/2020,Chepauk,LSG,MI,MI,Bat,LSG,155,149,Rashid Khan,111,Chahal,4,Rohit Sharma,8,120,20,Sunny
762,2020,5/2/2020,Wankhede,KKR,LSG,LSG,Bat,KKR,152,123,Virat Kohli,90,Arshdeep,1,Virat Kohli,16,43,21,Sunny
763,2021,5/3/2020,Narendra Modi,MI,RCB,RCB,Bat,MI,217,154,MS Dhoni,89,Bumrah,4,MS Dhoni,13,77,8,Sunny
764,2022,5/4/2020,Chepauk,KKR,LSG,LSG,Field,KKR,191,101,Jasprit Bumrah,81,Chahal,2,Jasprit Bumrah,21,100,19,Clear
765,2023,5/5/2020,Eden Gardens,LSG,DC,DC,Bat,LSG,140,120,Suryakumar Yadav,124,Rashid Khan,2,Suryakumar Yadav,10,119,18,Cloudy
766,2024,5/6/2020,Chinnaswamy,GT,RR,RR,Field,GT,238,203,Rashid Khan,83,Rashid Khan,1,Virat Kohli,14,94,19,Cloudy
767,2025,5/7/2020,Chepauk,DC,GT,DC,Bat,DC,184,155,Virat Kohli,104,Shami,4,Virat Kohli,15,78,20,Cloudy
768,2018,5/8/2020,Chinnaswamy,DC,GT,GT,Bat,DC,181,172,Jasprit Bumrah,115,Chahal,6,Jasprit Bumrah,16,105,11,Cloudy
769,2019,5/9/2020,Chinnaswamy,DC,RCB,DC,Bat,DC,236,119,Rohit Sharma,83,Rabada,2,Rohit Sharma,23,85,9,Sunny
770,2020,5/10/2020,Wankhede,SRH,RCB,RCB,Bat,RCB,167,180,Virat Kohli,99,Arshdeep,3,Virat Kohli,22,89,10,Sunny
771,2021,5/11/2020,Wankhede,KKR,RR,RR,Bat,KKR,148,139,Virat Kohli,84,Narine,4,Virat Kohli,19,76,10,Cloudy
772,2022,5/12/2020,Chepauk,GT,RR,GT,Bat,GT,207,170,Yuzvendra Chahal,78,Rashid Khan,2,Yuzvendra Chahal,15,110,19,Cloudy
773,2023,5/13/2020,Eden Gardens,DC,GT,DC,Field,DC,156,100,Rohit Sharma,36,Rashid Khan,6,Rohit Sharma,8,69,18,Cloudy
774,2024,5/14/2020,Wankhede,RCB,DC,DC,Bat,RCB,192,172,Suryakumar Yadav,86,Siraj,3,Suryakumar Yadav,8,95,14,Cloudy
775,2025,5/15/2020,Eden Gardens,CSK,GT,CSK,Bat,CSK,227,103,Suryakumar Yadav,97,Arshdeep,4,Suryakumar Yadav,8,114,8,Sunny
776,2018,5/16/2020,Eden Gardens,KKR,SRH,SRH,Field,SRH,167,208,Suryakumar Yadav,48,Arshdeep,2,Suryakumar Yadav,13,89,21,Clear
777,2019,5/17/2020,Wankhede,LSG,CSK,CSK,Field,CSK,169,184,Jos Buttler,106,Rabada,5,Jos Buttler,25,82,9,Cloudy
778,2020,5/18/2020,Wankhede,KKR,PBKS,PBKS,Field,KKR,218,195,Jos Buttler,52,Siraj,5,Jos Buttler,18,58,11,Sunny
779,2021,5/19/2020,Arun Jaitley,RCB,LSG,LSG,Bat,LSG,124,171,MS Dhoni,61,Siraj,5,MS Dhoni,23,84,11,Clear
780,2022,5/20/2020,Chepauk,RCB,LSG,RCB,Bat,RCB,235,134,Shubman Gill,129,Chahal,6,Shubman Gill,24,69,15,Sunny
781,2023,5/21/2020,Eden Gardens,CSK,RCB,CSK,Bat,RCB,120,123,Yuzvendra Chahal,122,Siraj,3,Yuzvendra Chahal,21,52,12,Cloudy
782,2024,5/22/2020,Narendra Modi,RR,GT,GT,Field,RR,216,160,Suryakumar Yadav,66,Arshdeep,2,Suryakumar Yadav,12,40,22,Cloudy
783,2025,5/23/2020,Chinnaswamy,KKR,PBKS,PBKS,Field,PBKS,151,185,Rohit Sharma,88,Narine,6,KL Rahul,24,90,21,Cloudy
784,2018,5/24/2020,Arun Jaitley,LSG,PBKS,LSG,Field,LSG,233,141,Shubman Gill,125,Chahal,6,Suryakumar Yadav,15,89,18,Cloudy
785,2019,5/25/2020,Narendra Modi,RR,RCB,RCB,Field,RR,184,127,Suryakumar Yadav,127,Rashid Khan,4,Suryakumar Yadav,16,101,11,Sunny
786,2020,5/26/2020,Narendra Modi,RCB,RR,RCB,Bat,RCB,221,116,Suryakumar Yadav,37,Rashid Khan,4,MS Dhoni,21,40,21,Cloudy
787,2021,5/27/2020,Eden Gardens,KKR,DC,DC,Bat,KKR,219,192,Shubman Gill,126,Rabada,2,Rashid Khan,16,44,8,Clear
788,2022,5/28/2020,Narendra Modi,SRH,CSK,SRH,Bat,CSK,139,188,Rashid Khan,96,Chahal,3,Shubman Gill,22,61,8,Sunny
789,2023,5/29/2020,Narendra Modi,GT,PBKS,PBKS,Bat,PBKS,184,187,Yuzvendra Chahal,42,Shami,5,Yuzvendra Chahal,23,72,17,Sunny
790,2024,5/30/2020,Arun Jaitley,GT,RR,RR,Bat,GT,143,140,Yuzvendra Chahal,98,Arshdeep,6,Yuzvendra Chahal,9,72,11,Clear
791,2025,5/31/2020,Chepauk,KKR,SRH,SRH,Bat,KKR,220,124,Rashid Khan,33,Siraj,1,Rashid Khan,20,113,15,Cloudy
792,2018,6/1/2020,Arun Jaitley,RCB,SRH,RCB,Field,RCB,202,176,Virat Kohli,73,Rashid Khan,4,Virat Kohli,14,43,17,Sunny
793,2019,6/2/2020,Chepauk,MI,SRH,MI,Bat,SRH,131,207,Jasprit Bumrah,75,Chahal,4,Jasprit Bumrah,13,90,18,Sunny
794,2020,6/3/2020,Eden Gardens,DC,KKR,DC,Bat,DC,182,142,Rashid Khan,101,Siraj,1,Rohit Sharma,8,69,10,Sunny
795,2021,6/4/2020,Chepauk,RR,KKR,RR,Bat,KKR,162,213,Virat Kohli,30,Bumrah,3,Virat Kohli,10,57,14,Cloudy
796,2022,6/5/2020,Arun Jaitley,CSK,MI,MI,Field,MI,152,154,Rohit Sharma,67,Siraj,4,Rohit Sharma,22,80,22,Cloudy
797,2023,6/6/2020,Chinnaswamy,LSG,DC,DC,Field,LSG,163,107,Jos Buttler,92,Arshdeep,3,Jos Buttler,21,54,18,Clear
798,2024,6/7/2020,Eden Gardens,SRH,CSK,SRH,Bat,SRH,219,128,KL Rahul,121,Arshdeep,5,Rashid Khan,10,107,20,Sunny
799,2025,6/8/2020,Narendra Modi,DC,RR,RR,Field,DC,186,106,Virat Kohli,57,Arshdeep,2,Virat Kohli,15,102,9,Sunny
800,2018,6/9/2020,Wankhede,KKR,SRH,SRH,Bat,SRH,143,145,Rohit Sharma,67,Narine,2,KL Rahul,25,72,16,Cloudy
801,2019,6/10/2020,Chinnaswamy,SRH,PBKS,PBKS,Field,SRH,171,149,MS Dhoni,66,Shami,6,MS Dhoni,15,95,9,Cloudy
802,2020,6/11/2020,Wankhede,LSG,SRH,SRH,Bat,LSG,207,104,Yuzvendra Chahal,111,Rashid Khan,6,Yuzvendra Chahal,21,75,18,Sunny
803,2021,6/12/2020,Narendra Modi,KKR,PBKS,KKR,Bat,PBKS,121,182,Jasprit Bumrah,83,Siraj,1,Jasprit Bumrah,25,71,20,Clear
804,2022,6/13/2020,Chepauk,RR,KKR,RR,Field,RR,205,123,Virat Kohli,36,Bumrah,6,Virat Kohli,9,90,13,Sunny
805,2023,6/14/2020,Chepauk,PBKS,KKR,KKR,Bat,KKR,190,195,KL Rahul,126,Narine,4,KL Rahul,8,110,10,Cloudy
806,2024,6/15/2020,Eden Gardens,GT,MI,GT,Field,MI,135,168,Rohit Sharma,63,Chahal,1,Rohit Sharma,18,115,11,Clear
807,2025,6/16/2020,Wankhede,DC,PBKS,PBKS,Field,DC,236,167,KL Rahul,46,Arshdeep,2,KL Rahul,21,70,10,Sunny
808,2018,6/17/2020,Eden Gardens,SRH,LSG,SRH,Bat,LSG,122,205,Yuzvendra Chahal,109,Chahal,4,Yuzvendra Chahal,16,45,14,Sunny
809,2019,6/18/2020,Wankhede,KKR,MI,MI,Bat,KKR,227,130,Yuzvendra Chahal,37,Narine,2,Yuzvendra Chahal,20,97,17,Cloudy
810,2020,6/19/2020,Wankhede,CSK,RCB,CSK,Field,RCB,178,189,Jos Buttler,53,Chahal,5,Suryakumar Yadav,11,71,18,Cloudy
811,2021,6/20/2020,Chepauk,KKR,LSG,LSG,Bat,LSG,149,211,Jos Buttler,122,Arshdeep,4,Jos Buttler,25,110,20,Clear
812,2022,6/21/2020,Arun Jaitley,KKR,PBKS,KKR,Field,KKR,181,142,Rohit Sharma,89,Chahal,2,Rohit Sharma,25,53,21,Cloudy
813,2023,6/22/2020,Chepauk,GT,LSG,LSG,Field,GT,137,136,Rashid Khan,75,Arshdeep,5,Shubman Gill,18,101,15,Clear
814,2024,6/23/2020,Chinnaswamy,DC,PBKS,DC,Field,DC,146,124,Shubman Gill,105,Narine,4,Shubman Gill,19,106,14,Clear
815,2025,6/24/2020,Wankhede,SRH,LSG,SRH,Bat,LSG,140,217,Yuzvendra Chahal,66,Rashid Khan,6,Virat Kohli,17,77,11,Clear
816,2018,6/25/2020,Eden Gardens,RR,KKR,KKR,Bat,RR,231,182,MS Dhoni,38,Narine,3,Jos Buttler,13,72,13,Clear
817,2019,6/26/2020,Chinnaswamy,RR,GT,RR,Field,GT,180,200,Virat Kohli,113,Siraj,3,Virat Kohli,10,53,16,Clear
818,2020,6/27/2020,Arun Jaitley,RCB,RR,RR,Bat,RR,141,198,Jos Buttler,109,Chahal,6,Jos Buttler,11,53,19,Sunny
819,2021,6/28/2020,Arun Jaitley,GT,RCB,RCB,Bat,RCB,155,212,KL Rahul,107,Chahal,5,KL Rahul,23,94,9,Sunny
820,2022,6/29/2020,Wankhede,GT,RR,RR,Bat,RR,138,188,Shubman Gill,77,Arshdeep,6,Shubman Gill,12,83,8,Clear
821,2023,6/30/2020,Narendra Modi,RCB,DC,RCB,Bat,RCB,229,113,Jos Buttler,47,Shami,3,Jos Buttler,15,105,8,Sunny
822,2024,7/1/2020,Narendra Modi,RCB,MI,RCB,Field,MI,131,162,Suryakumar Yadav,62,Shami,3,Suryakumar Yadav,21,66,16,Cloudy
823,2025,7/2/2020,Arun Jaitley,MI,PBKS,PBKS,Bat,PBKS,160,213,Yuzvendra Chahal,45,Narine,6,Yuzvendra Chahal,11,111,13,Clear
824,2018,7/3/2020,Eden Gardens,GT,KKR,KKR,Bat,KKR,156,176,Shubman Gill,122,Shami,6,Shubman Gill,24,112,13,Clear
825,2019,7/4/2020,Arun Jaitley,KKR,PBKS,PBKS,Field,PBKS,132,208,Shubman Gill,81,Rashid Khan,5,Shubman Gill,11,117,16,Sunny
826,2020,7/5/2020,Chinnaswamy,DC,RCB,RCB,Field,RCB,143,184,Jos Buttler,130,Rabada,5,Rashid Khan,13,114,19,Sunny
827,2021,7/6/2020,Eden Gardens,DC,LSG,DC,Bat,LSG,209,229,Virat Kohli,108,Siraj,1,Jasprit Bumrah,20,41,22,Sunny
828,2022,7/7/2020,Eden Gardens,PBKS,LSG,PBKS,Field,PBKS,182,111,Rohit Sharma,80,Arshdeep,3,Rohit Sharma,15,115,15,Clear
829,2023,7/8/2020,Narendra Modi,CSK,RCB,CSK,Bat,CSK,234,226,Suryakumar Yadav,116,Shami,3,KL Rahul,10,102,13,Clear
830,2024,7/9/2020,Narendra Modi,RCB,RR,RR,Field,RR,156,184,Jasprit Bumrah,71,Chahal,2,Jasprit Bumrah,15,81,18,Sunny
831,2025,7/10/2020,Chinnaswamy,SRH,RR,RR,Field,SRH,220,179,Jasprit Bumrah,43,Siraj,4,Jasprit Bumrah,17,56,21,Clear
832,2018,7/11/2020,Arun Jaitley,SRH,GT,SRH,Field,SRH,220,101,Suryakumar Yadav,49,Bumrah,5,Suryakumar Yadav,9,95,15,Sunny
833,2019,7/12/2020,Narendra Modi,MI,DC,DC,Field,MI,240,113,Jos Buttler,94,Rashid Khan,2,Rohit Sharma,17,98,15,Clear
834,2020,7/13/2020,Eden Gardens,RR,PBKS,RR,Field,PBKS,156,218,Rashid Khan,122,Arshdeep,3,MS Dhoni,10,57,20,Cloudy
835,2021,7/14/2020,Wankhede,RR,SRH,RR,Field,RR,221,106,Shubman Gill,75,Shami,2,Shubman Gill,16,58,16,Cloudy
836,2022,7/15/2020,Eden Gardens,CSK,DC,CSK,Field,CSK,145,132,Jasprit Bumrah,52,Shami,2,Shubman Gill,11,73,8,Clear
837,2023,7/16/2020,Narendra Modi,LSG,CSK,LSG,Bat,CSK,133,184,Yuzvendra Chahal,116,Rabada,6,Yuzvendra Chahal,19,57,17,Clear
838,2024,7/17/2020,Chepauk,RR,LSG,RR,Field,RR,219,114,Jos Buttler,40,Rabada,1,Jos Buttler,17,115,11,Sunny
839,2025,7/18/2020,Narendra Modi,GT,DC,DC,Bat,GT,166,148,MS Dhoni,66,Siraj,4,MS Dhoni,23,50,9,Cloudy
840,2018,7/19/2020,Eden Gardens,RCB,KKR,RCB,Field,KKR,154,223,Rohit Sharma,126,Narine,5,Rohit Sharma,25,44,9,Cloudy
841,2019,7/20/2020,Chinnaswamy,CSK,GT,CSK,Bat,CSK,142,110,KL Rahul,76,Rabada,5,Rohit Sharma,8,76,19,Sunny
842,2020,7/21/2020,Eden Gardens,MI,SRH,SRH,Field,MI,171,162,Shubman Gill,83,Rashid Khan,2,Shubman Gill,19,111,19,Sunny
843,2021,7/22/2020,Eden Gardens,CSK,RR,CSK,Field,CSK,215,123,Jasprit Bumrah,53,Rabada,6,Jasprit Bumrah,9,47,8,Sunny
844,2022,7/23/2020,Narendra Modi,SRH,DC,DC,Field,SRH,191,172,Jos Buttler,44,Shami,1,Shubman Gill,22,116,8,Sunny
845,2023,7/24/2020,Arun Jaitley,RCB,RR,RCB,Bat,RR,172,179,Suryakumar Yadav,37,Arshdeep,4,Suryakumar Yadav,23,117,18,Clear
846,2024,7/25/2020,Narendra Modi,KKR,DC,DC,Field,KKR,142,132,Suryakumar Yadav,83,Bumrah,1,Suryakumar Yadav,12,62,15,Sunny
847,2025,7/26/2020,Chepauk,PBKS,MI,PBKS,Field,MI,155,211,Yuzvendra Chahal,30,Arshdeep,2,Yuzvendra Chahal,15,115,14,Sunny
848,2018,7/27/2020,Chinnaswamy,RCB,LSG,RCB,Field,LSG,180,208,Jos Buttler,34,Shami,1,Jos Buttler,12,63,10,Cloudy
849,2019,7/28/2020,Narendra Modi,PBKS,GT,GT,Field,GT,179,201,MS Dhoni,52,Siraj,4,MS Dhoni,10,93,15,Cloudy
850,2020,7/29/2020,Wankhede,DC,PBKS,DC,Field,DC,239,134,Jasprit Bumrah,41,Narine,6,Jasprit Bumrah,14,60,13,Cloudy
851,2021,7/30/2020,Wankhede,KKR,GT,KKR,Bat,GT,173,180,Shubman Gill,114,Bumrah,4,Shubman Gill,21,93,10,Cloudy
852,2022,7/31/2020,Narendra Modi,SRH,LSG,LSG,Field,SRH,187,124,KL Rahul,49,Bumrah,2,KL Rahul,20,73,13,Clear
853,2023,8/1/2020,Wankhede,DC,SRH,DC,Field,DC,183,179,Shubman Gill,91,Narine,6,Shubman Gill,12,78,22,Cloudy
854,2024,8/2/2020,Wankhede,MI,CSK,CSK,Bat,CSK,193,199,MS Dhoni,45,Rabada,1,Virat Kohli,24,103,13,Sunny
855,2025,8/3/2020,Eden Gardens,KKR,LSG,KKR,Field,KKR,230,228,Rashid Khan,39,Rashid Khan,5,Rashid Khan,23,73,20,Sunny
856,2018,8/4/2020,Arun Jaitley,MI,CSK,MI,Field,CSK,131,154,Yuzvendra Chahal,105,Chahal,5,Yuzvendra Chahal,12,102,8,Cloudy
857,2019,8/5/2020,Narendra Modi,PBKS,GT,GT,Bat,PBKS,168,163,Rashid Khan,61,Narine,4,MS Dhoni,24,117,9,Cloudy
858,2020,8/6/2020,Chepauk,RCB,DC,RCB,Bat,RCB,122,117,MS Dhoni,78,Siraj,6,MS Dhoni,23,87,20,Sunny
